variable,variable_label_fr,code,label_fr,label_en,label_pt
AGED,Âge détaillé (en différence de millésimes),051,51 ans,51 years,51 anos
AGED,Âge détaillé (en différence de millésimes),052,52 ans,52 years old,52 anos
AGED,Âge détaillé (en différence de millésimes),053,53 ans,53 years,53 anos
AGED,Âge détaillé (en différence de millésimes),054,54 ans,54 years old,54 anos
AGED,Âge détaillé (en différence de millésimes),055,55 ans,55 years,55 anos
AGED,Âge détaillé (en différence de millésimes),056,56 ans,56 years,56 anos
AGED,Âge détaillé (en différence de millésimes),057,57 ans,57 years,57 anos
AGED,Âge détaillé (en différence de millésimes),058,58 ans,58 years old,58 anos
AGED,Âge détaillé (en différence de millésimes),059,59 ans,59 years old,59 anos
AGED,Âge détaillé (en différence de millésimes),060,60 ans,60 years,60 anos
AGED,Âge détaillé (en différence de millésimes),061,61 ans,61 years old,61 anos
AGED,Âge détaillé (en différence de millésimes),062,62 ans,62 years old,62 anos
AGED,Âge détaillé (en différence de millésimes),063,63 ans,63 years,63 anos
AGED,Âge détaillé (en différence de millésimes),064,64 ans,64 years old,64 anos
AGED,Âge détaillé (en différence de millésimes),065,65 ans,65 years,65 anos
AGED,Âge détaillé (en différence de millésimes),066,66 ans,66 years,66 anos
AGED,Âge détaillé (en différence de millésimes),067,67 ans,67 years,67 anos
AGED,Âge détaillé (en différence de millésimes),068,68 ans,68 years old,68 anos
AGED,Âge détaillé (en différence de millésimes),069,69 ans,69 years old,69 anos
AGED,Âge détaillé (en différence de millésimes),070,70 ans,70 years,70 anos
AGED,Âge détaillé (en différence de millésimes),071,71 ans,71 years old,71 anos
AGED,Âge détaillé (en différence de millésimes),072,72 ans,72 years old,72 anos
AGED,Âge détaillé (en différence de millésimes),073,73 ans,73 years old,73 anos
AGED,Âge détaillé (en différence de millésimes),074,74 ans,74 years old,74 anos
AGED,Âge détaillé (en différence de millésimes),075,75 ans,75 years,75 anos
AGED,Âge détaillé (en différence de millésimes),076,76 ans,76 years old,76 anos
AGED,Âge détaillé (en différence de millésimes),077,77 ans,77 years old,77 anos
AGED,Âge détaillé (en différence de millésimes),078,78 ans,78 years old,78 anos
AGED,Âge détaillé (en différence de millésimes),079,79 ans,79 years old,79 anos
AGED,Âge détaillé (en différence de millésimes),080,80 ans,80 years,80 anos
AGED,Âge détaillé (en différence de millésimes),081,81 ans,81 years old,81 anos
AGED,Âge détaillé (en différence de millésimes),082,82 ans,82 years old,82 anos
AGED,Âge détaillé (en différence de millésimes),083,83 ans,83 years old,83 anos
AGED,Âge détaillé (en différence de millésimes),084,84 ans,84 years old,84 anos
AGED,Âge détaillé (en différence de millésimes),085,85 ans,85 years,85 anos
AGED,Âge détaillé (en différence de millésimes),086,86 ans,86 years old,86 anos
AGED,Âge détaillé (en différence de millésimes),087,87 ans,87 years old,87 anos
AGED,Âge détaillé (en différence de millésimes),088,88 ans,88 years old,88 anos
AGED,Âge détaillé (en différence de millésimes),089,89 ans,89 years old,89 anos
AGED,Âge détaillé (en différence de millésimes),090,90 ans,90 years,90 anos
AGED,Âge détaillé (en différence de millésimes),091,91 ans,91 years,91 anos
AGED,Âge détaillé (en différence de millésimes),092,92 ans,92 years old,92 anos
AGED,Âge détaillé (en différence de millésimes),093,93 ans,93 years,93 anos
AGED,Âge détaillé (en différence de millésimes),094,94 ans,94 years old,94 anos
AGED,Âge détaillé (en différence de millésimes),095,95 ans,95 years,95 anos
AGED,Âge détaillé (en différence de millésimes),096,96 ans,96 years,96 anos
AGED,Âge détaillé (en différence de millésimes),097,97 ans,97 years old,97 anos
AGED,Âge détaillé (en différence de millésimes),098,98 ans,98 years old,98 anos
AGED,Âge détaillé (en différence de millésimes),099,99 ans,99 years old,99 anos
AGED,Âge détaillé (en différence de millésimes),100,100 ans,100 years,100 anos
AGED,Âge détaillé (en différence de millésimes),101,101 ans,101 years old,101 anos
AGED,Âge détaillé (en différence de millésimes),102,102 ans,102 years old,102 anos
AGED,Âge détaillé (en différence de millésimes),103,103 ans,103 years old,103 anos
AGED,Âge détaillé (en différence de millésimes),104,104 ans,104 years old,104 anos
AGED,Âge détaillé (en différence de millésimes),105,105 ans,105 years,105 anos
AGED,Âge détaillé (en différence de millésimes),106,106 ans,106 years,106 anos
AGED,Âge détaillé (en différence de millésimes),107,107 ans,107 years,107 anos
AGED,Âge détaillé (en différence de millésimes),108,108 ans,108 years old,108 anos
AGED,Âge détaillé (en différence de millésimes),111,111 ans,111 years old,111 anos
AGED,Âge détaillé (en différence de millésimes),112,112 ans,112 years old,112 anos
AGED,Âge détaillé (en différence de millésimes),115,115 ans,115 years,115 anos
AGEREV,Âge en années révolues détaillé,015,15 ans,15 years old,15 anos
AGEREV,Âge en années révolues détaillé,016,16 ans,16 years old,16 anos
AGEREV,Âge en années révolues détaillé,017,17 ans,17 years old,17 anos
AGEREV,Âge en années révolues détaillé,018,18 ans,18 years old,18 anos
AGEREV,Âge en années révolues détaillé,019,19 ans,19 years old,19 anos
AGEREV,Âge en années révolues détaillé,020,20 ans,20 years old,20 anos
AGEREV,Âge en années révolues détaillé,021,21 ans,21 years old,21 anos
AGEREV,Âge en années révolues détaillé,022,22 ans,22 years old,22 anos
AGEREV,Âge en années révolues détaillé,023,23 ans,23 years old,23 anos
AGEREV,Âge en années révolues détaillé,024,24 ans,24 years old,24 anos
AGEREV,Âge en années révolues détaillé,025,25 ans,25 years,25 anos
AGEREV,Âge en années révolues détaillé,026,26 ans,26 years old,26 anos
AGEREV,Âge en années révolues détaillé,027,27 ans,27 years old,27 anos
AGEREV,Âge en années révolues détaillé,028,28 ans,28 years old,28 anos
AGEREV,Âge en années révolues détaillé,029,29 ans,29 years old,29 anos
AGEREV,Âge en années révolues détaillé,030,30 ans,30 years,30 anos
AGEREV,Âge en années révolues détaillé,031,31 ans,31 years old,31 anos
AGEREV,Âge en années révolues détaillé,032,32 ans,32 years old,32 anos
AGEREV,Âge en années révolues détaillé,033,33 ans,33 years old,33 anos
AGEREV,Âge en années révolues détaillé,034,34 ans,34 years old,34 anos
AGEREV,Âge en années révolues détaillé,035,35 ans,35,35
AGEREV,Âge en années révolues détaillé,036,36 ans,36 years old,36 anos
AGEREV,Âge en années révolues détaillé,037,37 ans,37 years old,37 anos
AGEREV,Âge en années révolues détaillé,038,38 ans,38 years old,38 anos
AGEREV,Âge en années révolues détaillé,039,39 ans,39 years old,39 anos
AGEREV,Âge en années révolues détaillé,040,40 ans,40 years,40 anos
AGEREV,Âge en années révolues détaillé,041,41 ans,41 years old,41 anos
AGEREV,Âge en années révolues détaillé,042,42 ans,42 years old,42 anos
AGEREV,Âge en années révolues détaillé,043,43 ans,43 years,43 anos
AGEREV,Âge en années révolues détaillé,044,44 ans,44 years old,44 anos
AGEREV,Âge en années révolues détaillé,045,45 ans,45 years,45 anos
AGEREV,Âge en années révolues détaillé,046,46 ans,46 years,46 anos
AGEREV,Âge en années révolues détaillé,047,47 ans,47 years old,47 anos
AGEREV,Âge en années révolues détaillé,048,48 ans,48 years old,48 anos
AGEREV,Âge en années révolues détaillé,049,49 ans,49 years old,49 anos
AGEREV,Âge en années révolues détaillé,050,50 ans,50 years,50 anos
AGEREV,Âge en années révolues détaillé,051,51 ans,51 years,51 anos
AGEREV,Âge en années révolues détaillé,052,52 ans,52 years old,52 anos
AGEREV,Âge en années révolues détaillé,053,53 ans,53 years,53 anos
AGEREV,Âge en années révolues détaillé,054,54 ans,54 years old,54 anos
AGEREV,Âge en années révolues détaillé,055,55 ans,55 years,55 anos
AGEREV,Âge en années révolues détaillé,056,56 ans,56 years,56 anos
AGEREV,Âge en années révolues détaillé,057,57 ans,57 years,57 anos
AGEREV,Âge en années révolues détaillé,058,58 ans,58 years old,58 anos
AGEREV,Âge en années révolues détaillé,059,59 ans,59 years old,59 anos
AGEREV,Âge en années révolues détaillé,060,60 ans,60 years,60 anos
AGEREV,Âge en années révolues détaillé,061,61 ans,61 years old,61 anos
AGEREV,Âge en années révolues détaillé,062,62 ans,62 years old,62 anos
AGEREV,Âge en années révolues détaillé,063,63 ans,63 years,63 anos
AGEREV,Âge en années révolues détaillé,064,64 ans,64 years old,64 anos
AGEREV,Âge en années révolues détaillé,065,65 ans,65 years,65 anos
AGEREV,Âge en années révolues détaillé,066,66 ans,66 years,66 anos
AGEREV,Âge en années révolues détaillé,067,67 ans,67 years,67 anos
AGEREV,Âge en années révolues détaillé,068,68 ans,68 years old,68 anos
AGEREV,Âge en années révolues détaillé,069,69 ans,69 years old,69 anos
AGEREV,Âge en années révolues détaillé,070,70 ans,70 years,70 anos
AGEREV,Âge en années révolues détaillé,071,71 ans,71 years old,71 anos
AGEREV,Âge en années révolues détaillé,072,72 ans,72 years old,72 anos
AGEREV,Âge en années révolues détaillé,073,73 ans,73 years old,73 anos
AGEREV,Âge en années révolues détaillé,074,74 ans,74 years old,74 anos
AGEREV,Âge en années révolues détaillé,075,75 ans,75 years,75 anos
AGEREV,Âge en années révolues détaillé,076,76 ans,76 years old,76 anos
AGEREV,Âge en années révolues détaillé,077,77 ans,77 years old,77 anos
AGEREV,Âge en années révolues détaillé,078,78 ans,78 years old,78 anos
AGEREV,Âge en années révolues détaillé,079,79 ans,79 years old,79 anos
AGEREV,Âge en années révolues détaillé,080,80 ans,80 years,80 anos
AGEREV,Âge en années révolues détaillé,081,81 ans,81 years old,81 anos
AGEREV,Âge en années révolues détaillé,082,82 ans,82 years old,82 anos
AGEREV,Âge en années révolues détaillé,083,83 ans,83 years old,83 anos
AGEREV,Âge en années révolues détaillé,084,84 ans,84 years old,84 anos
AGEREV,Âge en années révolues détaillé,085,85 ans,85 years,85 anos
AGEREV,Âge en années révolues détaillé,086,86 ans,86 years old,86 anos
AGEREV,Âge en années révolues détaillé,087,87 ans,87 years old,87 anos
AGEREV,Âge en années révolues détaillé,088,88 ans,88 years old,88 anos
AGEREV,Âge en années révolues détaillé,089,89 ans,89 years old,89 anos
AGEREV,Âge en années révolues détaillé,090,90 ans,90 years,90 anos
AGEREV,Âge en années révolues détaillé,091,91 ans,91 years,91 anos
AGEREV,Âge en années révolues détaillé,092,92 ans,92 years old,92 anos
AGEREV,Âge en années révolues détaillé,093,93 ans,93 years,93 anos
AGEREV,Âge en années révolues détaillé,094,94 ans,94 years old,94 anos
AGEREV,Âge en années révolues détaillé,095,95 ans,95 years,95 anos
AGEREV,Âge en années révolues détaillé,096,96 ans,96 years,96 anos
AGEREV,Âge en années révolues détaillé,097,97 ans,97 years old,97 anos
AGEREV,Âge en années révolues détaillé,098,98 ans,98 years old,98 anos
AGEREV,Âge en années révolues détaillé,099,99 ans,99 years old,99 anos
AGEREV,Âge en années révolues détaillé,100,100 ans,100 years,100 anos
AGEREV,Âge en années révolues détaillé,101,101 ans,101 years old,101 anos
AGEREV,Âge en années révolues détaillé,102,102 ans,102 years old,102 anos
AGEREV,Âge en années révolues détaillé,103,103 ans,103 years old,103 anos
AGEREV,Âge en années révolues détaillé,104,104 ans,104 years old,104 anos
AGEREV,Âge en années révolues détaillé,105,105 ans,105 years,105 anos
AGEREV,Âge en années révolues détaillé,106,106 ans,106 years,106 anos
AGEREV,Âge en années révolues détaillé,107,107 ans,107 years,107 anos
AGEREV,Âge en années révolues détaillé,110,110 ans,110 years,110 anos
AGEREV,Âge en années révolues détaillé,111,111 ans,111 years old,111 anos
AGEREV,Âge en années révolues détaillé,115,115 ans,115 years,115 anos
AGEREVQ,Âge quinquennal en années révolues,015,15 à 19 ans,15 to 19 years old,15 a 19 anos
AGEREVQ,Âge quinquennal en années révolues,020,20 à 24 ans,20 to 24,20 a 24
AGEREVQ,Âge quinquennal en années révolues,025,25 à 29 ans,25 to 29 years old,25 a 29 anos
AGEREVQ,Âge quinquennal en années révolues,030,30 à 34 ans,30 to 34,30 a 34
AGEREVQ,Âge quinquennal en années révolues,035,35 à 39 ans,35 to 39,35 a 39
AGEREVQ,Âge quinquennal en années révolues,040,40 à 44 ans,40 to 44 years old,40 a 44 anos
AGEREVQ,Âge quinquennal en années révolues,045,45 à 49 ans,45 to 49 years old,45 a 49 anos
AGEREVQ,Âge quinquennal en années révolues,050,50 à 54 ans,50 to 54,50 a 54
AGEREVQ,Âge quinquennal en années révolues,055,55 à 59 ans,55 to 59 years old,55 a 59 anos
AGEREVQ,Âge quinquennal en années révolues,060,60 à 64 ans,60 to 64 years,60 a 64 anos
AGEREVQ,Âge quinquennal en années révolues,065,65 à 69 ans,65 to 69 years old,65 a 69 anos
AGEREVQ,Âge quinquennal en années révolues,070,70 à 74 ans,70 to 74,70 a 74
AGEREVQ,Âge quinquennal en années révolues,075,75 à 79 ans,75 to 79 years old,75 a 79 anos
AGEREVQ,Âge quinquennal en années révolues,080,80 à 84 ans,80 to 84,80 a 84
AGEREVQ,Âge quinquennal en années révolues,085,85 à 89 ans,85 to 89 years old,85 a 89 anos
AGEREVQ,Âge quinquennal en années révolues,090,90 à 94 ans,90 to 94,90 a 94
AGEREVQ,Âge quinquennal en années révolues,095,95 à 99 ans,95 to 99 years old,95 a 99 anos
AGEREVQ,Âge quinquennal en années révolues,100,100 à 104 ans,100 to 104,100 a 104
AGEREVQ,Âge quinquennal en années révolues,105,105 à 109 ans,105 to 109 years old,105 a 109 anos
AGEREVQ,Âge quinquennal en années révolues,110,110 à 114 ans,110 to 114,110 a 114
AGEREVQ,Âge quinquennal en années révolues,115,115 à 119 ans,115 to 119 years,115 a 119 anos
ANAI,Année de naissance,1900,Année  1900,Year 1900,Ano 1900
ANAI,Année de naissance,1908,Année  1908,Year 1908,Ano de 1908
ANAI,Année de naissance,1910,Année  1910,Year 1910,Ano de 1910
ANAI,Année de naissance,1911,Année  1911,Year 1911,Ano 1911
ANAI,Année de naissance,1913,Année  1913,Year 1913,Ano de 1913
ANAI,Année de naissance,1914,Année  1914,Year 1914,Ano de 1914
ANAI,Année de naissance,1916,Année  1916,Year 1916,Ano de 1916
ANAI,Année de naissance,1917,Année  1917,Year 1917,Ano de 1917
ANAI,Année de naissance,1918,Année  1918,Year 1918,Ano de 1918
ANAI,Année de naissance,1919,Année  1919,Year 1919,Ano de 1919
ANAI,Année de naissance,1920,Année  1920,Year 1920,Ano de 1920
ANAI,Année de naissance,1921,Année  1921,Year 1921,Ano de 1921
ANAI,Année de naissance,1922,Année  1922,Year 1922,Ano de 1922
ANAI,Année de naissance,1923,Année  1923,Year 1923,Ano de 1923
ANAI,Année de naissance,1924,Année  1924,Year 1924,Ano de 1924
ANAI,Année de naissance,1925,Année  1925,Year 1925,Ano de 1925
ANAI,Année de naissance,1926,Année  1926,Year 1926,Ano de 1926
ANAI,Année de naissance,1927,Année  1927,Year 1927,Ano de 1927
ANAI,Année de naissance,1928,Année  1928,Year 1928,Ano de 1928
ANAI,Année de naissance,1929,Année  1929,Year 1929,Ano de 1929
ANAI,Année de naissance,1930,Année  1930,Year 1930,Ano de 1930
ANAI,Année de naissance,1931,Année  1931,Year 1931,Ano de 1931
ANAI,Année de naissance,1932,Année  1932,Year 1932,Ano de 1932
ANAI,Année de naissance,1933,Année  1933,Year 1933,Ano de 1933
ANAI,Année de naissance,1934,Année  1934,Year 1934,Ano de 1934
ANAI,Année de naissance,1935,Année  1935,Year 1935,Ano de 1935
ANAI,Année de naissance,1936,Année  1936,Year 1936,Ano de 1936
ANAI,Année de naissance,1937,Année  1937,Year 1937,Ano de 1937
ANAI,Année de naissance,1938,Année  1938,Year 1938,Ano de 1938
ANAI,Année de naissance,1939,Année  1939,Year 1939,Ano de 1939
ANAI,Année de naissance,1940,Année  1940,Year 1940,Ano de 1940
ANAI,Année de naissance,1941,Année  1941,Year 1941,Ano de 1941
ANAI,Année de naissance,1942,Année  1942,Year 1942,Ano de 1942
ANAI,Année de naissance,1943,Année  1943,Year 1943,Ano de 1943
ANAI,Année de naissance,1944,Année  1944,Year 1944,Ano de 1944
ANAI,Année de naissance,1945,Année  1945,Year 1945,Ano de 1945
ANAI,Année de naissance,1946,Année  1946,Year 1946,Ano de 1946
ANAI,Année de naissance,1947,Année  1947,Year 1947,Ano de 1947
ANAI,Année de naissance,1948,Année  1948,Year 1948,Ano de 1948
ANAI,Année de naissance,1949,Année  1949,Year 1949,Ano de 1949
ANAI,Année de naissance,1950,Année  1950,Year 1950,Ano de 1950
ANAI,Année de naissance,1951,Année  1951,Year 1951,Ano de 1951
ANAI,Année de naissance,1952,Année  1952,Year 1952,Ano de 1952
ANAI,Année de naissance,1953,Année  1953,Year 1953,Ano de 1953
ANAI,Année de naissance,1954,Année  1954,Year 1954,Ano de 1954
ANAI,Année de naissance,1955,Année  1955,Year 1955,Ano de 1955
ANAI,Année de naissance,1956,Année  1956,Year 1956,Ano de 1956
ANAI,Année de naissance,1957,Année  1957,Year 1957,Ano de 1957
ANAI,Année de naissance,1958,Année  1958,Year 1958,Ano de 1958
ANAI,Année de naissance,1959,Année  1959,Year 1959,Ano de 1959
ANAI,Année de naissance,1960,Année  1960,Year 1960,Ano de 1960
ANAI,Année de naissance,1961,Année  1961,Year 1961,Ano de 1961
ANAI,Année de naissance,1962,Année  1962,Year 1962,Ano de 1962
ANAI,Année de naissance,1963,Année  1963,Year 1963,Ano de 1963
ANAI,Année de naissance,1964,Année  1964,Year 1964,Ano de 1964
ANAI,Année de naissance,1965,Année  1965,Year 1965,Ano de 1965
ANAI,Année de naissance,1966,Année  1966,Year 1966,Ano de 1966
ANAI,Année de naissance,1967,Année  1967,Year 1967,Ano de 1967
ANAI,Année de naissance,1968,Année  1968,Year 1968,Ano de 1968
ANAI,Année de naissance,1969,Année  1969,Year 1969,Ano de 1969
ANAI,Année de naissance,1970,Année  1970,Year 1970,Ano de 1970
ANAI,Année de naissance,1971,Année  1971,Year 1971,Ano de 1971
ANAI,Année de naissance,1972,Année  1972,Year 1972,Ano de 1972
ANAI,Année de naissance,1973,Année  1973,Year 1973,Ano de 1973
ANAI,Année de naissance,1974,Année  1974,Year 1974,Ano de 1974
ANAI,Année de naissance,1975,Année  1975,Year 1975,Ano de 1975
ANAI,Année de naissance,1976,Année  1976,Year 1976,Ano de 1976
ANAI,Année de naissance,1977,Année  1977,Year 1977,Ano de 1977
ANAI,Année de naissance,1978,Année  1978,Year 1978,Ano de 1978
ANAI,Année de naissance,1979,Année  1979,Year 1979,Ano de 1979
ANAI,Année de naissance,1980,Année  1980,Year 1980,Ano de 1980
ANAI,Année de naissance,1981,Année  1981,Year 1981,Ano de 1981
ANAI,Année de naissance,1982,Année  1982,Year 1982,Ano de 1982
ANAI,Année de naissance,1983,Année  1983,Year 1983,Ano de 1983
ANAI,Année de naissance,1984,Année  1984,Year 1984,Ano de 1984
ANAI,Année de naissance,1985,Année  1985,Year 1985,Ano de 1985
ANAI,Année de naissance,1986,Année  1986,Year 1986,Ano de 1986
ANAI,Année de naissance,1987,Année  1987,Year 1987,Ano de 1987
ANAI,Année de naissance,1988,Année  1988,Year 1988,Ano de 1988
ANAI,Année de naissance,1989,Année  1989,Year 1989,Ano de 1989
ANAI,Année de naissance,1990,Année  1990,Year 1990,Ano de 1990
ANAI,Année de naissance,1991,Année  1991,Year 1991,Ano de 1991
ANAI,Année de naissance,1992,Année  1992,Year 1992,Ano de 1992
ANAI,Année de naissance,1993,Année  1993,Year 1993,Ano de 1993
ANAI,Année de naissance,1994,Année  1994,Year 1994,Ano de 1994
ANAI,Année de naissance,1995,Année  1995,Year 1995,Ano de 1995
ANAI,Année de naissance,1996,Année  1996,Year 1996,Ano de 1996
ANAI,Année de naissance,1997,Année  1997,Year 1997,Ano de 1997
ANAI,Année de naissance,1998,Année  1998,Year 1998,Ano de 1998
ANAI,Année de naissance,1999,Année  1999,Year 1999,Ano de 1999
ANAI,Année de naissance,2000,Année  2000,Year 2000,Ano 2000
ANAI,Année de naissance,2001,Année  2001,Year 2001,Ano de 2001
ANAI,Année de naissance,2002,Année  2002,Year 2002,Ano de 2002
ANAI,Année de naissance,2003,Année  2003,Year 2003,Ano de 2003
ANAI,Année de naissance,2004,Année  2004,Year 2004,Ano de 2004
ANAI,Année de naissance,2005,Année  2005,Year 2005,Ano de 2005
ANAI,Année de naissance,2006,Année 2006,Year 2006,Ano de 2006
ANAI,Année de naissance,2007,Année 2007,Year 2007,Ano de 2007
ANAI,Année de naissance,2008,Année 2008,Year 2008,Ano de 2008
ANAI,Année de naissance,2009,Année 2009,Year 2009,Ano de 2009
CS,Catégorie socioprofessionnelle en 29 postes,10,"Exploitants de l'agriculture, sylviculture, pêche et aquaculture","Farmers of agriculture, forestry, fishing and aquaculture","Agricultores de agricultura, silvicultura, pesca e aquicultura"
CS,Catégorie socioprofessionnelle en 29 postes,21,Artisans,Craftsmen,Craftsmen
CS,Catégorie socioprofessionnelle en 29 postes,22,Commerçants et assimilés,Traders and similar,Comerciantes e similares
CS,Catégorie socioprofessionnelle en 29 postes,23,Chefs d'entreprise de plus de 10 personnes,Business leaders of more than 10 people,Líderes empresariais de mais de 10 pessoas
CS,Catégorie socioprofessionnelle en 29 postes,31,Professions libérales,Liberal professions,Profissões liberais
CS,Catégorie socioprofessionnelle en 29 postes,33,Cadres administratifs et techniques de la fonction publique,Administrative and technical executives of the public service,Executivos administrativos e técnicos do serviço público
CS,Catégorie socioprofessionnelle en 29 postes,34,Professeurs et professions scientifiques supérieures,Higher teachers and scientific professions,Professores superiores e profissões científicas
CS,Catégorie socioprofessionnelle en 29 postes,35,"Professions de l'information, de l'art et des spectacles","Information, art and shows professions","Informações, arte e mostra profissões"
CS,Catégorie socioprofessionnelle en 29 postes,37,Cadres des services administratifs et commerciaux d'entreprise,COMPANY Administrative and commercial services executives,Executivos administrativos e de serviços comerciais da empresa
CS,Catégorie socioprofessionnelle en 29 postes,38,Ingénieurs et cadres techniques d'entreprise,Engineers and corporate technical executives,Engenheiros e executivos técnicos corporativos
CS,Catégorie socioprofessionnelle en 29 postes,42,"Professions de l'enseignement primaire et professionnel, de la formation continue et du sport","Primary and vocational education professions, continuing education and sport","Profissões de educação primária e profissional, educação continuada e esporte"
CS,Catégorie socioprofessionnelle en 29 postes,43,Professions intermédiaires de la santé et du travail social,Intermediate health and social labor professions,Profissões intermediárias de saúde e trabalho social
CS,Catégorie socioprofessionnelle en 29 postes,44,Ministres du culte et religieux consacrés,Ministers of worship and religious consecrated,Ministros de adoração e religioso consagrado
CS,Catégorie socioprofessionnelle en 29 postes,45,"Professions intermédiaires de la fonction publique (administration, sécurité)","Intermediate Public Service Professions (Administration, Security)","Profissões de Serviço Público Intermediário (Administração, Segurança)"
CS,Catégorie socioprofessionnelle en 29 postes,46,Professions intermédiaires administratives et commerciales des entreprises,Administrative and commercial intermediary professions of companies,Profissões intermediárias administrativas e comerciais de empresas
CS,Catégorie socioprofessionnelle en 29 postes,47,Techniciens,Technicians,Técnicos
CS,Catégorie socioprofessionnelle en 29 postes,48,Agents de maîtrise (hors maîtrise administrative),Masters agents (excluding administrative mastery),Agentes de mestrado (excluindo o domínio administrativo)
CS,Catégorie socioprofessionnelle en 29 postes,52,"Employés administratifs de la fonction publique, agents de service et auxiliaires de santé","Administrative employees of the public service, service agents and health assistants","Funcionários administrativos do serviço público, agentes de serviço e assistentes de saúde"
CS,Catégorie socioprofessionnelle en 29 postes,53,"Policiers, militaires, pompiers, agents de sécurité privée","Police, soldiers, firefighters, private security agents","Polícia, soldados, bombeiros, agentes de segurança privada"
CS,Catégorie socioprofessionnelle en 29 postes,54,Employés administratifs d'entreprise,Corporate administrative employees,Funcionários administrativos corporativos
CS,Catégorie socioprofessionnelle en 29 postes,55,Employés de commerce,Commercial employees,Funcionários comerciais
CS,Catégorie socioprofessionnelle en 29 postes,56,Personnels des services directs aux particuliers,Direct services to individuals,Serviços diretos para indivíduos
CS,Catégorie socioprofessionnelle en 29 postes,62,Ouvriers qualifiés de type industriel,Industrial type qualified workers,Trabalhadores qualificados do tipo industrial
CS,Catégorie socioprofessionnelle en 29 postes,63,Ouvriers qualifiés de type artisanal,Qualified artisanal type workers,Trabalhadores do tipo artesanal qualificado
CS,Catégorie socioprofessionnelle en 29 postes,64,"Conducteurs de véhicules de transport, chauffeurs-livreurs, coursiers","Transport vehicle drivers, leather drivers, couriers","Motoristas de transporte, motoristas de couro, correios"
CS,Catégorie socioprofessionnelle en 29 postes,65,"Conducteurs d'engins, caristes, magasiniers et ouvriers du transport (non routier)","Drivers of gear, carists, storekeepers and transport workers (non -road)","Motoristas de equipamentos, caristas, lojas e trabalhadores de transporte (não estrada)"
CS,Catégorie socioprofessionnelle en 29 postes,67,Ouvriers peu qualifiés de type industriel,Low -skilled industrial workers,Trabalhadores industriais baixos -qualificados
CS,Catégorie socioprofessionnelle en 29 postes,68,Ouvriers peu qualifiés de type artisanal,Low -skilled workers of the artisanal type,Trabalhadores baixos do tipo artesanal
CS,Catégorie socioprofessionnelle en 29 postes,69,"Ouvriers agricoles, des travaux forestiers, de la pêche et de l'aquaculture","Agricultural workers, forestry, fishing and aquaculture","Trabalhadores agrícolas, silvicultura, pesca e aquicultura"
